"","Dataset","Method","Metric","Testing_Proportion","Mean","SD"
"351","Wheat_3","Transfer","PM_10",0.15,18.8235294117647,6.67819073173584
"352","Wheat_3","Transfer","PM_10",0.3,16.7647058823529,5.81227608334167
"353","Wheat_3","Transfer","PM_10",0.5,15.1419878296146,5.70910950338486
"354","Wheat_3","Transfer","PM_10",0.75,14.3162609871535,5.28167930505356
"355","Wheat_3","Transfer","PM_10",0.8,13.4747479201576,5.11436789226765
"356","Wheat_3","Transfer","PM_20",0.15,26.2857142857143,5.35370259906865
"357","Wheat_3","Transfer","PM_20",0.3,25.3167701863354,4.42786888793128
"358","Wheat_3","Transfer","PM_20",0.5,24.4353180552581,4.68383054966172
"359","Wheat_3","Transfer","PM_20",0.75,23.7575230242022,4.49024942466815
"360","Wheat_3","Transfer","PM_20",0.8,23.2330454463888,4.327362931911
"361","Wheat_4","GBLUP","COR",0.15,0.209109398150181,0.0641024824177765
"362","Wheat_4","GBLUP","COR",0.3,0.18957528082133,0.0528068963141038
"363","Wheat_4","GBLUP","COR",0.5,0.176049748497981,0.0493190592305164
"364","Wheat_4","GBLUP","COR",0.75,0.164072717217658,0.0500810514210482
"365","Wheat_4","GBLUP","COR",0.8,0.15338913475788,0.0511270101534616
"366","Wheat_4","GBLUP","NRMSE",0.15,0.0457276719766987,0.00224096988572535
"367","Wheat_4","GBLUP","NRMSE",0.3,0.045802874193563,0.00194245062437096
"368","Wheat_4","GBLUP","NRMSE",0.5,0.0462822502078099,0.00178759214076027
"369","Wheat_4","GBLUP","NRMSE",0.75,0.0464203969451977,0.00159708634916751
"370","Wheat_4","GBLUP","NRMSE",0.8,0.0465861771490118,0.00148261663321655
"371","Wheat_4","GBLUP","PM_10",0.15,18.5,7.09068246206088
"372","Wheat_4","GBLUP","PM_10",0.3,18.7621951219512,5.97164928617668
"373","Wheat_4","GBLUP","PM_10",0.5,18.6846006695361,5.1803960155131
"374","Wheat_4","GBLUP","PM_10",0.75,18.0575681492109,4.7805133796541
"375","Wheat_4","GBLUP","PM_10",0.8,17.3084398404696,4.58655554171005
"376","Wheat_4","GBLUP","PM_20",0.15,32.4390243902439,2.31386170256223
"377","Wheat_4","GBLUP","PM_20",0.3,31.9512195121951,2.81448930955116
"378","Wheat_4","GBLUP","PM_20",0.5,31.763100112753,3.04437273392814
"379","Wheat_4","GBLUP","PM_20",0.75,30.9808616699306,3.03954222940256
"380","Wheat_4","GBLUP","PM_20",0.8,30.1545523496431,3.32146222671406
"381","Wheat_4","Transfer","COR",0.15,0.210591651153669,0.0630837023623735
"382","Wheat_4","Transfer","COR",0.3,0.191323892015601,0.0521397084737795
"383","Wheat_4","Transfer","COR",0.5,0.169866953690181,0.0573871286943427
"384","Wheat_4","Transfer","COR",0.75,0.15401394442207,0.059471185846139
"385","Wheat_4","Transfer","COR",0.8,0.13972734212641,0.0620420228235919
"386","Wheat_4","Transfer","NRMSE",0.15,0.0457268877312153,0.0021778917645884
"387","Wheat_4","Transfer","NRMSE",0.3,0.0457887415839986,0.0019017049745869
"388","Wheat_4","Transfer","NRMSE",0.5,0.0463242318637948,0.0018054231390708
"389","Wheat_4","Transfer","NRMSE",0.75,0.0464894092753979,0.00162566842863549
"390","Wheat_4","Transfer","NRMSE",0.8,0.0466775243997516,0.00151979207513124
"391","Wheat_4","Transfer","PM_10",0.15,18,6.74948557710553
"392","Wheat_4","Transfer","PM_10",0.3,18.7560975609756,5.67448838256211
"393","Wheat_4","Transfer","PM_10",0.5,18.43543758967,5.11360791042392
"394","Wheat_4","Transfer","PM_10",0.75,17.5275585844094,4.94142483612684
"395","Wheat_4","Transfer","PM_10",0.8,16.8293863170688,4.7785240814576
"396","Wheat_4","Transfer","PM_20",0.15,31.7073170731707,2.29953424776113
"397","Wheat_4","Transfer","PM_20",0.3,32.1341463414634,3.50054675856207
"398","Wheat_4","Transfer","PM_20",0.5,31.6174114295887,3.5809150587747
"399","Wheat_4","Transfer","PM_20",0.75,30.4203756453623,3.93309882100194
"400","Wheat_4","Transfer","PM_20",0.8,29.5783096487099,4.13593520155836
"401","Wheat_5","GBLUP","COR",0.15,0.211166295966353,0.0349694075279668
"402","Wheat_5","GBLUP","COR",0.3,0.194781850131038,0.0450599822547711
"403","Wheat_5","GBLUP","COR",0.5,0.191850833651324,0.0377399188304781
"404","Wheat_5","GBLUP","COR",0.75,0.186176630199993,0.0353247137165358
"405","Wheat_5","GBLUP","COR",0.8,0.180989721113711,0.0351541498093124
"406","Wheat_5","GBLUP","NRMSE",0.15,0.0405448133937412,0.00267918896189263
"407","Wheat_5","GBLUP","NRMSE",0.3,0.0407668801391535,0.00216414612769712
"408","Wheat_5","GBLUP","NRMSE",0.5,0.0410058067444683,0.00182948124712797
"409","Wheat_5","GBLUP","NRMSE",0.75,0.0411455933115324,0.00162377861823772
"410","Wheat_5","GBLUP","NRMSE",0.8,0.0412324364588112,0.00148937180356719
"411","Wheat_5","GBLUP","PM_10",0.15,22,6.32455532033676
"412","Wheat_5","GBLUP","PM_10",0.3,21.1219512195122,4.65497649422055
"413","Wheat_5","GBLUP","PM_10",0.5,21.1344409096265,3.97737400768477
"414","Wheat_5","GBLUP","PM_10",0.75,20.6104460668353,3.75078367902816
"415","Wheat_5","GBLUP","PM_10",0.8,20.4156295807409,3.43965030584562
"416","Wheat_5","GBLUP","PM_20",0.15,30.7317073170732,5.16756051449454
"417","Wheat_5","GBLUP","PM_20",0.3,30.7272994416691,4.80392103597703
"418","Wheat_5","GBLUP","PM_20",0.5,31.3061223330934,4.22300260752554
"419","Wheat_5","GBLUP","PM_20",0.75,31.0517071344354,3.86393089361923
"420","Wheat_5","GBLUP","PM_20",0.8,30.7870670650144,3.5537216058107
"421","Wheat_5","Transfer","COR",0.15,0.209654192042854,0.0358347169816508
"422","Wheat_5","Transfer","COR",0.3,0.193343895367365,0.046023507507435
"423","Wheat_5","Transfer","COR",0.5,0.188476004623203,0.0400972794673599
"424","Wheat_5","Transfer","COR",0.75,0.183926846921657,0.0368542610918375
"425","Wheat_5","Transfer","COR",0.8,0.179037104487511,0.0350397286826198
"426","Wheat_5","Transfer","NRMSE",0.15,0.0405541186161381,0.00267164213181324
"427","Wheat_5","Transfer","NRMSE",0.3,0.0407668181183588,0.00215556781193593
"428","Wheat_5","Transfer","NRMSE",0.5,0.0410272816263009,0.00183026077794227
"429","Wheat_5","Transfer","NRMSE",0.75,0.0411540388765557,0.00161908295969131
"430","Wheat_5","Transfer","NRMSE",0.8,0.0412461111472517,0.00148177429370469
"431","Wheat_5","Transfer","PM_10",0.15,22,9.48683298050514
"432","Wheat_5","Transfer","PM_10",0.3,21.1219512195122,6.9630442406027
"433","Wheat_5","Transfer","PM_10",0.5,20.6513491221869,5.9409177791227
"434","Wheat_5","Transfer","PM_10",0.75,20.4644733801017,5.22520034455848
"435","Wheat_5","Transfer","PM_10",0.8,20.2624877949904,4.80464800573267
"436","Wheat_5","Transfer","PM_20",0.15,30,7.09230194717541
"437","Wheat_5","Transfer","PM_20",0.3,30.3614457831325,5.90348285099202
"438","Wheat_5","Transfer","PM_20",0.5,30.4825097491415,4.92781792859921
"439","Wheat_5","Transfer","PM_20",0.75,30.4700553887792,4.37453977510182
"440","Wheat_5","Transfer","PM_20",0.8,30.5841891074034,3.99431711891348
"441","Wheat_6","GBLUP","COR",0.15,0.506423465802929,0.0683673385690507
"442","Wheat_6","GBLUP","COR",0.3,0.500054446950136,0.0514584597200948
"443","Wheat_6","GBLUP","COR",0.5,0.486252782837746,0.047746686601935
"444","Wheat_6","GBLUP","COR",0.75,0.46713983070517,0.053666298764459
"445","Wheat_6","GBLUP","COR",0.8,0.455268332375429,0.0539947736942288
"446","Wheat_6","GBLUP","NRMSE",0.15,0.0418876652893024,0.00201873186753123
"447","Wheat_6","GBLUP","NRMSE",0.3,0.0415431205996605,0.00167484694045649
"448","Wheat_6","GBLUP","NRMSE",0.5,0.0416887119837489,0.00149884615095093
"449","Wheat_6","GBLUP","NRMSE",0.75,0.042108406105405,0.00150880814670833
"450","Wheat_6","GBLUP","NRMSE",0.8,0.0424227159543604,0.00151140950041735
"451","Wheat_6","GBLUP","PM_10",0.15,27.8947368421053,10.244772856601
"452","Wheat_6","GBLUP","PM_10",0.3,29.3421052631579,8.33381929865526
"453","Wheat_6","GBLUP","PM_10",0.5,28.9264828738513,7.12283429454641
"454","Wheat_6","GBLUP","PM_10",0.75,28.8527568922306,6.33834118700546
"455","Wheat_6","GBLUP","PM_10",0.8,28.8469113961374,5.74488285029042
"456","Wheat_6","GBLUP","PM_20",0.15,45.5263157894737,8.41831095720005
"457","Wheat_6","GBLUP","PM_20",0.3,46.3815789473684,6.18450520898661
"458","Wheat_6","GBLUP","PM_20",0.5,46.2228899019202,5.12521484425209
"459","Wheat_6","GBLUP","PM_20",0.75,45.491774756283,4.74926315599365
"460","Wheat_6","GBLUP","PM_20",0.8,44.9620472560068,4.45587866764024
"461","Wheat_6","Transfer","COR",0.15,0.505331103951713,0.0696097609382458
"462","Wheat_6","Transfer","COR",0.3,0.496669637668918,0.0529649274550255
"463","Wheat_6","Transfer","COR",0.5,0.482986782578546,0.0493873664110865
"464","Wheat_6","Transfer","COR",0.75,0.464027438535801,0.0547252680981339
"465","Wheat_6","Transfer","COR",0.8,0.451477244074158,0.0556417322025114
"466","Wheat_6","Transfer","NRMSE",0.15,0.0419093315495895,0.00209125532112451
"467","Wheat_6","Transfer","NRMSE",0.3,0.0416289007371803,0.00172376187820967
"468","Wheat_6","Transfer","NRMSE",0.5,0.0417722155839894,0.00152521806092564
"469","Wheat_6","Transfer","NRMSE",0.75,0.042183833205144,0.00152743317333059
"470","Wheat_6","Transfer","NRMSE",0.8,0.0425127338873714,0.00154732283645747
"471","Wheat_6","Transfer","PM_10",0.15,28.9473684210526,12.2178844536703
"472","Wheat_6","Transfer","PM_10",0.3,29.3421052631579,9.3635877226677
"473","Wheat_6","Transfer","PM_10",0.5,29.0323029796714,7.91109744594074
"474","Wheat_6","Transfer","PM_10",0.75,28.6163324979114,7.00016200282723
"475","Wheat_6","Transfer","PM_10",0.8,28.265615017937,6.397189472938
"476","Wheat_6","Transfer","PM_20",0.15,46.578947368421,8.5092240791423
"477","Wheat_6","Transfer","PM_20",0.3,46.1842105263158,5.9750538413033
"478","Wheat_6","Transfer","PM_20",0.5,45.5138831330294,5.08711190664306
"479","Wheat_6","Transfer","PM_20",0.75,44.9338416691438,4.62367190713236
"480","Wheat_6","Transfer","PM_20",0.8,44.4960929431582,4.31275262935978
