"","Dataset","Testing_Proportion","COR_BayI_Ave","COR_BayNI_SD","COR_Trans_Ave","COR_Trans_SD","MSE_BayI_Ave","MSE_BayNI_SD","MSE_Trans_Ave","MSE_Trans_SD","NRMSE_BayI_Ave","NRMSE_BayI_SD","NRMSE_Trans_Ave","NRMSE_Trans_SD","PM_Conv_Ave_10","PM_Conv_SD_10","PM_Transf_Ave_10","PM_Transf_SD_10","PM_Conv_Ave_20","PM_Conv_SD_20","PM_Transf_Ave_20","PM_Transf_SD_20","PM_Conv_Ave_30","PM_Conv_SD_30","PM_Transf_Ave_30","PM_Transf_SD_30"
"21","Indica",0.15,0.435916185499081,0.148358081654942,0.52460182236882,0.125487425875198,5.11781219489402,1.50828933834435,4.14321192439378,1.18160811385484,0.179410652672705,0.0174388650527021,0.175940668916707,0.0168889309540151,29,18.8684353277595,37,17.2508166129218,42.5,13.5009161562478,48.8333333333333,13.2232454391522,52.5555555555556,8.3269672017047,58.2222222222222,9.07668828496425
"22","Indica",0.3,0.435621372367035,0.132913330899778,0.527499713502593,0.111404765468269,5.06227349367821,1.33173734135286,4.07945417258367,1.03336367793424,0.193494734483761,0.0167234084284027,0.189548948066009,0.0162054478256488,28.4848484848485,17.7609226882573,35.8181818181818,15.255086757068,42.5143540669856,12.6148916622455,48.988038277512,12.1833593095674,52.7596656217346,8.23849847879952,58.7387669801463,8.70007751153869
"23","Indica",0.5,0.423918855899714,0.112363235776403,0.522102104772139,0.0934665724244566,5.18915373852936,1.14324999101948,4.17902659404283,0.887839240986332,0.195209603141793,0.0140701825221228,0.190887788979811,0.0140647672005969,28.635101010101,15.466442581033,35.5820707070707,13.3666711305455,42.1747408293461,10.7543058845564,49.0437599681021,10.5873870417272,52.2660453941242,7.52012688518532,58.1411226977729,7.60901114270886
"24","Indica",0.75,0.410402798712064,0.106183477238967,0.513091167312454,0.0851662471302492,5.27542823713143,1.03754966862076,4.25302190574654,0.814408560227717,0.196140630463324,0.0128329004272019,0.191702461943044,0.0131873085183861,28.0895412457912,13.8962196046214,35.0537668350168,12.1388409573333,41.7668577897666,9.53168843163316,48.9722220526967,9.37332888242072,52.0446294376384,6.85532537641448,57.7077747776513,6.94171732846616
"25","Indica",0.8,0.391855108061062,0.109965231558427,0.503308513340351,0.0816772957837963,5.38224030170818,1.04054592222022,4.32355004854377,0.793983309563567,0.198530950588781,0.0141970574168466,0.193225738556096,0.0127760069351152,27.0369366744367,12.8911014189277,34.5218191530692,11.3226380710144,40.9264778924083,8.97779345445701,48.6055668016194,8.62890847577994,51.3860019189933,6.5914638914534,57.3502712371867,6.50589213282336
"26","Maize",0.15,0.302675030581605,0.0875955177642893,0.326250897731419,0.084711682350978,0.077058810796706,0.0113966707998454,0.0755802258326321,0.0111775567711161,8.4930957985199,68.1255556765005,8.15061355742013,66.5614256002657,23,12.9267041541656,23,10.4602275861169,34.2857142857143,5.95054654511951,36.6666666666667,8.07352260551367,43.2291666666667,5.07669419979606,44.0625,6.43114815292022
"27","Maize",0.3,0.296860734499265,0.0842702025079963,0.313514646130558,0.081398484365664,0.0786299695440887,0.00989749148175416,0.0775180388756417,0.00972050600556476,-0.95156554416978,96.0112663238107,-0.944550726035303,95.5518639588094,22.2904761904762,12.0229844855319,22.0904761904762,9.46636506599656,33.4163898117386,5.67881505167952,36.2358803986711,7.27773165511775,43.4533653846154,4.84177647879796,44.1225961538462,5.78596959179212
"28","Maize",0.5,0.284266415831015,0.0716830900269478,0.310125478992501,0.0675653587744277,0.0793684099953318,0.00866873802994561,0.0778989359299913,0.00842204069341955,17.7565067074352,157.611705965475,17.6562856935974,156.665611063059,21.0994708994709,9.83042642817337,22.036507936508,7.90964053718504,32.7000430663221,4.97530808072278,34.82185923465,6.12182170206794,42.9543328584995,4.48760365901102,43.547613960114,5.01761114257886
"29","Maize",0.75,0.264691020487432,0.0716969048523193,0.303074575600885,0.0609533649849334,0.0802916695347532,0.00784509728883217,0.0783877669705018,0.00744392865087742,21.6320833931399,197.824966439647,21.6090619348073,195.761742900052,20.2256613756614,8.7184531149099,22.5571428571429,7.06971642650621,31.6491094499816,4.85300844413727,34.1032284360773,5.49459412504705,41.975709283001,4.39002225457476,42.9397881054131,4.58952556055393
"30","Maize",0.8,0.247052753084,0.0748414440695678,0.292811380446003,0.0595248403121605,0.0809242131504656,0.00735816355876315,0.0788674144631127,0.00691718510187905,2.00531709231858,217.028651608626,2.34651465698692,214.154603374298,19.5488471177945,8.08702761912494,22.6960206070732,6.47650529840932,30.7227670513211,4.97528832999488,33.4835643400153,5.12885917167617,41.019765012159,4.56270412761137,42.3677950145195,4.31536327340288
"31","Wheat_1",0.15,0.451416925248122,0.0664118948950538,0.451491201005892,0.0637006131250071,0.140531667034717,0.0112916827664455,0.140640029012627,0.0122187254082325,0.0516742784552459,0.00201670149630223,0.0516880891623637,0.00217405654562928,34.2105263157895,10.3046843197112,33.1578947368421,9.62516963111944,36.6666666666667,4.84246682879155,36.6666666666667,4.99104318654921,48.6206896551724,4.36176228988742,48.9655172413793,3.91480146343136
"32","Wheat_1",0.3,0.444903203833391,0.0509742679639312,0.447468031404097,0.0496446240588974,0.142957598108754,0.0122410416756605,0.14260746042158,0.0126177579672281,0.0521615034590294,0.00225136841863449,0.052094719502602,0.00230871475980159,33.0026990553306,7.76387172806689,32.7327935222672,7.43543077781668,36.0897435897436,3.63274323610897,36.3461538461538,3.81850158547594,48.4129089301503,3.5074622161884,48.3289124668435,3.6235855032458
"33","Wheat_1",0.5,0.436972858694002,0.0463318000372922,0.438052421946204,0.0465060843607568,0.144187614695488,0.0107583836113957,0.144134253756532,0.0110681077605237,0.0524015500204355,0.00197817776765093,0.0523898352533969,0.0020263917285821,32.6684660368871,6.52908463155523,32.5398110661269,6.32164783524849,36.3418803418803,3.76057658663564,36.6410256410256,3.78845611522888,48.2752726201002,3.363505964823,48.1508989095196,3.3281825804615
"34","Wheat_1",0.75,0.417173770221498,0.0540217278249985,0.417797049945555,0.054903963384613,0.147228588959044,0.0111259582437388,0.147394777313673,0.0115481017810606,0.0529574053994904,0.00203738357522995,0.0529845210405779,0.0021069289886312,31.8467103524076,5.96103741018883,32.1368170624817,5.69654148283316,35.9102564102564,3.50224440540396,36.1602564102564,3.60028858811335,47.4222078897327,3.44564066705229,47.423105688989,3.32836439775252
"35","Wheat_1",0.8,0.399188147840714,0.0634303370073356,0.39889843131653,0.0658456022693731,0.150372330054975,0.0121517477315306,0.150594161357642,0.012599125203926,0.0535211164745607,0.0022072392553083,0.0535575126588576,0.00228062267806718,31.1312144357722,5.72334193063091,31.5171459576777,5.64944449865321,35.4589743589744,3.38133160755812,35.7070512820513,3.47320437879758,46.7903304143503,3.38502872297261,46.8166896793963,3.298012961123
"36","Wheat_2",0.15,0.189044823719702,0.0432162229269533,0.188091185904314,0.0486216664667983,0.0794063971840023,0.00840583830518159,0.079572050547187,0.00824385380184502,0.0441316849799751,0.00233632108711313,0.0441800495295939,0.00228899752741277,20,12.0185042515466,18.5,10.5540934659917,31.5,5.55277708298589,33.5,4.11636301174282,40.6666666666667,3.61751568802216,40.3333333333333,4.56773439802099
"37","Wheat_2",0.3,0.168914814641285,0.0465714267777737,0.170593737339705,0.0509025267393377,0.0803665757883878,0.00671053841823453,0.0803639227782816,0.00660109323509404,0.0444078257372212,0.00184413977590728,0.0444083438513521,0.00181308255636495,18.75,8.94059341018905,18.125,8.38525491562421,31.5,4.50876339681082,32.6875,3.58806042752612,39.5,3.23766214116774,38.8333333333333,3.93105792049278
"38","Wheat_2",0.5,0.162706254820286,0.0398003602108621,0.162965156098334,0.0442491029226772,0.080879378951342,0.00609977729456325,0.0809179713042684,0.00609306528816316,0.0445555238582682,0.00168071655621429,0.0445662784862838,0.00167809818077229,18.5606060606061,7.52072487742986,17.8914141414141,7.01622523422456,31.0250626566416,4.2879147580322,31.5661027568922,3.7049634320244,39.1666666666667,3.1477048745096,38.6722222222222,3.41746789969799
"39","Wheat_2",0.75,0.150385579457503,0.0427974736162774,0.150253508659562,0.0466551490227798,0.0812289930383725,0.00537345916754562,0.0812965695194297,0.00537192484965646,0.0446606053271977,0.00148107857367265,0.044679240034322,0.00148012462088016,17.5704545454545,6.87307228084784,17.2435606060606,6.27175349458377,29.7437969924812,4.54069118326977,30.0120770676692,4.3201981438365,37.8333333333333,3.80227102627692,38.0041666666667,3.36491185120529
"40","Wheat_2",0.8,0.139151014379473,0.0456321785910403,0.139282683980624,0.048673983465366,0.0815209696506582,0.00488326573569012,0.0816048443031984,0.00488163352513078,0.0447477450734998,0.00134702204256113,0.0447708144801226,0.00134616351335054,16.6731860662702,6.51834680872938,16.6359699801756,5.97748946286474,28.9726076874429,4.42483441495418,29.1685401588082,4.36258394831612,37.3881619937695,3.60900798783806,37.4189096573209,3.39351065266725
"41","Wheat_3",0.15,0.0730706736611188,0.0718347983066254,0.0666345844694165,0.0612738795081989,0.0903093511807315,0.0121134756797167,0.0902930825098288,0.0119241217731516,0.0389104784445488,0.00265044125480389,0.038909647301906,0.00260693080644211,15.8823529411765,6.82059887487298,18.8235294117647,6.67819073173584,27.4285714285714,6.20145546518084,26.2857142857143,5.35370259906865,33.4615384615385,3.2936493791449,32.3076923076923,4.42261238734881
"42","Wheat_3",0.3,0.0745441548573433,0.0621120878126564,0.069177495428049,0.0532992418701306,0.0891021259966065,0.00892215952074355,0.0890841033997517,0.0088388295582534,0.0387002588823127,0.00193888431378993,0.0386973241610831,0.0019196146609746,15.2941176470588,6.08026204996532,16.7647058823529,5.81227608334167,25.9606625258799,5.40437964205717,25.3167701863354,4.42786888793128,33.9903846153846,3.27599621474193,33.2211538461538,3.71060486254829
"43","Wheat_3",0.5,0.0728851162631455,0.0539253007391565,0.060542868313423,0.0493428124592173,0.0881899774443911,0.00750812304094496,0.0882417445038846,0.00743350760120105,0.0385126841427986,0.00162996671749955,0.0385247814621763,0.00161396831447525,15.4834347532116,5.64269366304693,15.1419878296146,5.70910950338486,25.2668784655291,4.75335526198894,24.4353180552581,4.68383054966172,33.943781314471,2.87684135494261,32.6455201886236,3.40142276126617
"44","Wheat_3",0.75,0.061050038884422,0.052825577864018,0.0490018530943135,0.0476742492424873,0.0882386102271411,0.00655997104223914,0.0882872668730456,0.00647858187746206,0.0385279981259304,0.00142571340461177,0.0385393581929419,0.00140803603086605,14.5148749154834,5.39441546363497,14.3162609871535,5.28167930505356,24.3955611479974,4.6018626104329,23.7575230242022,4.49024942466815,33.3505562923666,2.78799698418438,32.2427608311229,3.11761433813965
"45","Wheat_3",0.8,0.0556215237740915,0.0503621260701742,0.0426581000713456,0.0455295286050104,0.0879315534446518,0.00595164773321154,0.0880070081543612,0.00586767604516057,0.038463472273832,0.00129322288758253,0.0384806613478134,0.00127488141628013,13.785812975865,5.19791654798006,13.4747479201576,5.11436789226765,23.624557026506,4.47714712535565,23.2330454463888,4.327362931911,32.9754090626703,2.69715710417335,32.0172302476321,3.02124034075529
"46","Wheat_4",0.15,0.209109398150181,0.0641024824177765,0.210591651153669,0.0630837023623735,0.118666775294432,0.0116361872478363,0.118650009545744,0.0113392461705924,0.0457276719766987,0.00224096988572535,0.0457268877312153,0.0021778917645884,18.5,7.09068246206088,18,6.74948557710553,32.4390243902439,2.31386170256223,31.7073170731707,2.29953424776113,40.983606557377,5.00827944803917,39.5081967213115,4.97537907763499
"47","Wheat_4",0.3,0.18957528082133,0.0528068963141038,0.191323892015601,0.0521397084737795,0.118930429618505,0.0102135035713149,0.118849454716332,0.0100199875070818,0.045802874193563,0.00194245062437096,0.0457887415839986,0.0019017049745869,18.7621951219512,5.97164928617668,18.7560975609756,5.67448838256211,31.9512195121951,2.81448930955116,32.1341463414634,3.50054675856207,40.7357057177129,3.84509949847702,39.9573503931761,3.90022118115599
"48","Wheat_4",0.5,0.176049748497981,0.0493190592305164,0.169866953690181,0.0573871286943427,0.121339750590424,0.00935246477667293,0.12156386007424,0.00947168365591405,0.0462822502078099,0.00178759214076027,0.0463242318637948,0.0018054231390708,18.6846006695361,5.1803960155131,18.43543758967,5.11360791042392,31.763100112753,3.04437273392814,31.6174114295887,3.5809150587747,40.1164867386379,3.81236561026266,38.9959571726865,3.84703592438687
"49","Wheat_4",0.75,0.164072717217658,0.0500810514210482,0.15401394442207,0.059471185846139,0.122046796305003,0.00834649398923244,0.122415108835124,0.00851824773511479,0.0464203969451977,0.00159708634916751,0.0464894092753979,0.00162566842863549,18.0575681492109,4.7805133796541,17.5275585844094,4.94142483612684,30.9808616699306,3.03954222940256,30.4203756453623,3.93309882100194,39.2594429760563,3.72972084228636,38.0781367106837,3.85776983124518
"50","Wheat_4",0.8,0.15338913475788,0.0511270101534616,0.13972734212641,0.0620420228235919,0.122893687658068,0.00773903828988703,0.123382255807048,0.00795586013898522,0.0465861771490118,0.00148261663321655,0.0466775243997516,0.00151979207513124,17.3084398404696,4.58655554171005,16.8293863170688,4.7785240814576,30.1545523496431,3.32146222671406,29.5783096487099,4.13593520155836,38.4713841680791,3.77901458554398,37.2345458427111,4.01677818498477
"51","Wheat_5",0.15,0.211166295966353,0.0349694075279668,0.209654192042854,0.0358347169816508,0.100343521742112,0.0133226403068315,0.100387448795236,0.0132406500339714,0.0405448133937412,0.00267918896189263,0.0405541186161381,0.00267164213181324,22,6.32455532033676,22,9.48683298050514,30.7317073170732,5.16756051449454,30,7.09230194717541,39.1935483870968,5.15960994150971,40,4.85659775941343
"52","Wheat_5",0.3,0.194781850131038,0.0450599822547711,0.193343895367365,0.046023507507435,0.101401461166173,0.01078515683172,0.101399050428236,0.0107161161349957,0.0407668801391535,0.00216414612769712,0.0407668181183588,0.00215556781193593,21.1219512195122,4.65497649422055,21.1219512195122,6.9630442406027,30.7272994416691,4.80392103597703,30.3614457831325,5.90348285099202,39.8387096774194,4.18962857157706,40.3225806451613,3.86317835415374
"53","Wheat_5",0.5,0.191850833651324,0.0377399188304781,0.188476004623203,0.0400972794673599,0.102532648378017,0.00911734815769271,0.102639970659335,0.00909920220971484,0.0410058067444683,0.00182948124712797,0.0410272816263009,0.00183026077794227,21.1344409096265,3.97737400768477,20.6513491221869,5.9409177791227,31.3061223330934,4.22300260752554,30.4825097491415,4.92781792859921,40.6976260973456,3.78511076259225,40.9718975637629,3.337224171291
"54","Wheat_5",0.75,0.186176630199993,0.0353247137165358,0.183926846921657,0.0368542610918375,0.103184034982782,0.00808970950647899,0.103225476508564,0.00804908477495116,0.0411455933115324,0.00162377861823772,0.0411540388765557,0.00161908295969131,20.6104460668353,3.75078367902816,20.4644733801017,5.22520034455848,31.0517071344354,3.86393089361923,30.4700553887792,4.37453977510182,40.8277067524964,3.34454408710442,41.0895000958991,2.90518924766677
"55","Wheat_5",0.8,0.180989721113711,0.0351541498093124,0.179037104487511,0.0350397286826198,0.10359676406037,0.00741776375308063,0.103664135672214,0.00736450817198621,0.0412324364588112,0.00148937180356719,0.0412461111472517,0.00148177429370469,20.4156295807409,3.43965030584562,20.2624877949904,4.80464800573267,30.7870670650144,3.5537216058107,30.5841891074034,3.99431711891348,40.5296352815152,3.17974758801761,40.8475036911771,2.66284239898485
"56","Wheat_6",0.15,0.506423465802929,0.0683673385690507,0.505331103951713,0.0696097609382458,0.126202224534276,0.0121790010789079,0.126351521531286,0.0126197219932992,0.0418876652893024,0.00201873186753123,0.0419093315495895,0.00209125532112451,27.8947368421053,10.244772856601,28.9473684210526,12.2178844536703,45.5263157894737,8.41831095720005,46.578947368421,8.5092240791423,55.6140350877193,5.23383645269344,55.4385964912281,5.56017044397881
"57","Wheat_6",0.3,0.500054446950136,0.0514584597200948,0.496669637668918,0.0529649274550255,0.124173592972156,0.0101078149536578,0.124697823360649,0.0104270248391522,0.0415431205996605,0.00167484694045649,0.0416289007371803,0.00172376187820967,29.3421052631579,8.33381929865526,29.3421052631579,9.3635877226677,46.3815789473684,6.18450520898661,46.1842105263158,5.9750538413033,56.4912280701754,4.00870575843845,56.0087719298246,4.55602886709035
"58","Wheat_6",0.5,0.486252782837746,0.047746686601935,0.482986782578546,0.0493873664110865,0.124920350067133,0.00901955770769576,0.125426095663434,0.00919804737161005,0.0416887119837489,0.00149884615095093,0.0417722155839894,0.00152521806092564,28.9264828738513,7.12283429454641,29.0323029796714,7.91109744594074,46.2228899019202,5.12521484425209,45.5138831330294,5.08711190664306,55.9330700223508,3.56178470408876,55.6986926303542,3.84911247069732
"59","Wheat_6",0.75,0.46713983070517,0.053666298764459,0.464027438535801,0.0547252680981339,0.127407167331983,0.00905858827888844,0.127867539351226,0.00919461691583419,0.042108406105405,0.00150880814670833,0.042183833205144,0.00152743317333059,28.8527568922306,6.33834118700546,28.6163324979114,7.00016200282723,45.491774756283,4.74926315599365,44.9338416691438,4.62367190713236,55.0247154087492,3.59808910458138,54.8315107619643,3.71572429188089
"60","Wheat_6",0.8,0.455268332375429,0.0539947736942288,0.451477244074158,0.0556417322025114,0.129308434136807,0.00909933059911502,0.12986516316317,0.00935060223671399,0.0424227159543604,0.00151140950041735,0.0425127338873714,0.00154732283645747,28.8469113961374,5.74488285029042,28.265615017937,6.397189472938,44.9620472560068,4.45587866764024,44.4960929431582,4.31275262935978,54.3792494511823,3.5136540680658,54.0351432500943,3.79158080585637
