"","Dataset","Testing_Proportion","Trait","Env_Proxy","Env_goal","Fold","COR_BayI","COR_Trans","MSE_BayI","MSE_Trans","NRMSE_BayI","NRMSE_Trans","PM_Conv_10","PM_Transf_10","PM_Conv_20","PM_Transf_20","PM_Conv_30","PM_Transf_30"
"1","EYT_1",0.15,"DTHD","EHT","Bed5IR",1,0.529453375311549,0.695447610966843,31.3193480536023,22.3793974210664,0.0676695418753994,0.0572019816166988,27.2727272727273,45.4545454545455,39.1304347826087,47.8260869565217,58.8235294117647,64.7058823529412
"2","EYT_1",0.15,"DTHD","EHT","Bed5IR",2,0.60459192224838,0.805780868013793,29.9480027533705,16.7863561730489,0.0669149214765325,0.0500976388160781,9.09090909090909,36.3636363636364,43.4782608695652,34.7826086956522,58.8235294117647,64.7058823529412
"3","EYT_1",0.15,"DTHD","EHT","Bed5IR",3,0.581929622056655,0.783243080302566,34.8133970029495,20.5195218476825,0.0723820117603439,0.0555700856883209,18.1818181818182,36.3636363636364,47.8260869565217,52.1739130434783,58.8235294117647,58.8235294117647
"4","EYT_1",0.15,"DTHD","EHT","Bed5IR",4,0.512390365233653,0.717495362921946,38.9803419241407,25.8809105668407,0.0763254754808222,0.0621922791100904,18.1818181818182,36.3636363636364,26.0869565217391,43.4782608695652,47.0588235294118,58.8235294117647
"5","EYT_1",0.15,"DTHD","EHT","Bed5IR",5,0.620407931964805,0.732617852005481,27.4917818150988,20.4066926591341,0.064093998162841,0.0552207411380402,27.2727272727273,36.3636363636364,52.1739130434783,60.8695652173913,64.7058823529412,61.7647058823529
"6","EYT_1",0.15,"DTHD","EHT","Bed5IR",6,0.622254056578255,0.77493509976296,26.7709065732786,17.4033800393311,0.063286216516051,0.0510263372966549,27.2727272727273,45.4545454545455,56.5217391304348,56.5217391304348,55.8823529411765,58.8235294117647
"7","EYT_1",0.15,"DTHD","EHT","Bed5IR",7,0.537075790027393,0.696406063999402,27.5322136793449,19.9291862080932,0.064002779116158,0.0544531551613998,27.2727272727273,36.3636363636364,43.4782608695652,52.1739130434783,50,58.8235294117647
"8","EYT_1",0.15,"DTHD","EHT","Bed5IR",8,0.590650489059546,0.737490108813769,31.1990591978889,21.8795826974323,0.0680714992244127,0.0570051488388064,9.09090909090909,54.5454545454545,30.4347826086957,52.1739130434783,55.8823529411765,55.8823529411765
"9","EYT_1",0.15,"DTHD","EHT","Bed5IR",9,0.580210108741189,0.689626920339161,24.7427154690703,19.9828441889387,0.060618181844701,0.0544763343555226,18.1818181818182,45.4545454545455,52.1739130434783,47.8260869565217,61.7647058823529,58.8235294117647
"10","EYT_1",0.15,"DTHD","EHT","Bed5IR",10,0.427155434811443,0.671813111654947,37.1723482090907,24.682453342423,0.0745978291042361,0.0607869500027854,18.1818181818182,18.1818181818182,34.7826086956522,47.8260869565217,50,58.8235294117647
"11","EYT_1",0.15,"DTMT","EHT","Bed5IR",1,0.519477555965154,0.680867809105688,23.5677109531311,17.2240985864631,0.0392173940222651,0.0335265049224592,27.2727272727273,45.4545454545455,39.1304347826087,56.5217391304348,52.9411764705882,58.8235294117647
"12","EYT_1",0.15,"DTMT","EHT","Bed5IR",2,0.563219347252134,0.772831509216592,23.5420052019766,14.1368349133218,0.0393674560319989,0.0305064532611552,18.1818181818182,27.2727272727273,39.1304347826087,52.1739130434783,52.9411764705882,58.8235294117647
"13","EYT_1",0.15,"DTMT","EHT","Bed5IR",3,0.510945799468739,0.735412522857774,25.3215733326475,15.5636195243709,0.0409100488113154,0.0320730275253967,18.1818181818182,45.4545454545455,26.0869565217391,43.4782608695652,50,58.8235294117647
"14","EYT_1",0.15,"DTMT","EHT","Bed5IR",4,0.481268707024532,0.722768131962745,26.9591241252611,16.8610218565533,0.0420921373518027,0.0332881787927291,18.1818181818182,36.3636363636364,30.4347826086957,47.8260869565217,44.1176470588235,55.8823529411765
"15","EYT_1",0.15,"DTMT","EHT","Bed5IR",5,0.523833914358537,0.675004090654886,23.26115731418,17.5225861837922,0.0392315766268014,0.0340501637588218,27.2727272727273,54.5454545454545,43.4782608695652,43.4782608695652,47.0588235294118,55.8823529411765
"16","EYT_1",0.15,"DTMT","EHT","Bed5IR",6,0.525403158340018,0.731758516826171,22.5680694418421,14.5182144512537,0.0385336620078977,0.030906489773374,36.3636363636364,45.4545454545455,34.7826086956522,60.8695652173913,50,67.6470588235294
"17","EYT_1",0.15,"DTMT","EHT","Bed5IR",7,0.518569377220044,0.661950722787231,19.6822757616821,15.3852908795696,0.0360204868487603,0.0318467250244675,9.09090909090909,36.3636363636364,26.0869565217391,43.4782608695652,52.9411764705882,67.6470588235294
"18","EYT_1",0.15,"DTMT","EHT","Bed5IR",8,0.52158380974696,0.701291302869174,22.0452639107445,15.3105479743686,0.0379722276241315,0.0316449046752753,27.2727272727273,36.3636363636364,34.7826086956522,60.8695652173913,44.1176470588235,58.8235294117647
"19","EYT_1",0.15,"DTMT","EHT","Bed5IR",9,0.469075491925608,0.625262426249713,23.3861170005759,18.5325661690604,0.0391503511176458,0.0348517333022255,27.2727272727273,27.2727272727273,26.0869565217391,39.1304347826087,44.1176470588235,52.9411764705882
"20","EYT_1",0.15,"DTMT","EHT","Bed5IR",10,0.406229425695555,0.70237849739417,26.8927557264581,16.2002664202311,0.0420254812223485,0.0326179092407576,9.09090909090909,27.2727272727273,17.3913043478261,30.4347826086957,38.2352941176471,52.9411764705882
"21","EYT_1",0.15,"GY","EHT","Bed5IR",1,0.190061898487039,0.30466510134634,0.222464901901749,0.199354133752547,0.076510601052697,0.0724274984058689,27.2727272727273,36.3636363636364,43.4782608695652,47.8260869565217,50,52.9411764705882
"22","EYT_1",0.15,"GY","EHT","Bed5IR",2,0.346607480775335,0.369883892821723,0.185725764873316,0.186960179299727,0.0698535956935503,0.0700853499759876,27.2727272727273,45.4545454545455,30.4347826086957,34.7826086956522,44.1176470588235,44.1176470588235
"23","EYT_1",0.15,"GY","EHT","Bed5IR",3,0.464671260052921,0.47197226107864,0.186565584907656,0.183171088104346,0.0704270953267009,0.0697834557694865,45.4545454545455,45.4545454545455,52.1739130434783,52.1739130434783,58.8235294117647,50
"24","EYT_1",0.15,"GY","EHT","Bed5IR",4,0.505374724371112,0.47722667145581,0.157071920128487,0.161864480623429,0.0643731638996745,0.0653478581381802,27.2727272727273,27.2727272727273,43.4782608695652,39.1304347826087,47.0588235294118,50
"25","EYT_1",0.15,"GY","EHT","Bed5IR",5,0.437898536603515,0.486260296701066,0.167161203992896,0.157093341286946,0.0671435617184608,0.0650901868854108,36.3636363636364,27.2727272727273,39.1304347826087,43.4782608695652,61.7647058823529,70.5882352941177
"26","EYT_1",0.15,"GY","EHT","Bed5IR",6,0.488035368080709,0.591521281506844,0.208612503251215,0.17968607731128,0.0745192555412499,0.0691600907160082,45.4545454545455,45.4545454545455,47.8260869565217,52.1739130434783,47.0588235294118,58.8235294117647
"27","EYT_1",0.15,"GY","EHT","Bed5IR",7,0.343783832067422,0.430595393135896,0.164258749863967,0.149394309132341,0.0658617398635324,0.0628110378935586,36.3636363636364,45.4545454545455,34.7826086956522,43.4782608695652,50,52.9411764705882
"28","EYT_1",0.15,"GY","EHT","Bed5IR",8,0.448608093621939,0.476957943688646,0.165315498476968,0.159900800844577,0.0665493207396372,0.0654503782839248,54.5454545454545,54.5454545454545,47.8260869565217,56.5217391304348,50,52.9411764705882
"29","EYT_1",0.15,"GY","EHT","Bed5IR",9,0.351692771982474,0.379123454531398,0.205269224968219,0.202577932520325,0.0730278450921544,0.072547530143481,36.3636363636364,63.6363636363636,39.1304347826087,43.4782608695652,41.1764705882353,35.2941176470588
"30","EYT_1",0.15,"GY","EHT","Bed5IR",10,0.392071634464068,0.484107732821782,0.196512017026971,0.177362243914268,0.072419492502313,0.0688004862639595,27.2727272727273,27.2727272727273,34.7826086956522,34.7826086956522,50,50
"31","EYT_1",0.15,"Height","EHT","Bed5IR",1,0.37829242377613,0.463068643303919,13.4103302796985,11.9143584155827,0.0357365446849183,0.0336843485187376,18.1818181818182,27.2727272727273,26.0869565217391,39.1304347826087,35.2941176470588,44.1176470588235
"32","EYT_1",0.15,"Height","EHT","Bed5IR",2,0.405208030884499,0.47814775910153,14.5934370436537,13.4768833710219,0.0375141417800044,0.0360504720653612,45.4545454545455,45.4545454545455,39.1304347826087,26.0869565217391,44.1176470588235,41.1764705882353
"33","EYT_1",0.15,"Height","EHT","Bed5IR",3,0.400609974364569,0.597922440300588,18.3490524806299,14.2288752231043,0.0422685379744421,0.037221655937189,27.2727272727273,45.4545454545455,34.7826086956522,47.8260869565217,41.1764705882353,50
"34","EYT_1",0.15,"Height","EHT","Bed5IR",4,0.450896057958945,0.567544112902349,12.6096773619006,10.7215967085286,0.0349130438729436,0.0321932973182693,18.1818181818182,36.3636363636364,43.4782608695652,39.1304347826087,47.0588235294118,52.9411764705882
"35","EYT_1",0.15,"Height","EHT","Bed5IR",5,0.389518834332486,0.514069542235624,13.1189424507348,11.4846145719481,0.0354464239575349,0.0331650935325777,18.1818181818182,27.2727272727273,34.7826086956522,47.8260869565217,55.8823529411765,64.7058823529412
"36","EYT_1",0.15,"Height","EHT","Bed5IR",6,0.156101135974821,0.369386423299678,21.493619850637,17.6580704794661,0.0457132760743205,0.0414342219100214,9.09090909090909,27.2727272727273,34.7826086956522,43.4782608695652,41.1764705882353,52.9411764705882
"37","EYT_1",0.15,"Height","EHT","Bed5IR",7,0.259306317874872,0.445878090859436,15.8697516268148,13.3344399461457,0.0392128608769575,0.0359443681343073,0,0,21.7391304347826,34.7826086956522,41.1764705882353,50
"38","EYT_1",0.15,"Height","EHT","Bed5IR",8,0.441612523406732,0.57906054181683,13.8047434859315,11.3881162782198,0.0365852774149788,0.0332290655419243,36.3636363636364,36.3636363636364,43.4782608695652,34.7826086956522,38.2352941176471,52.9411764705882
"39","EYT_1",0.15,"Height","EHT","Bed5IR",9,0.296607799757516,0.45365626262957,15.1623626926944,13.1233488723861,0.0381829665707705,0.0355229123218717,18.1818181818182,27.2727272727273,43.4782608695652,43.4782608695652,55.8823529411765,47.0588235294118
"40","EYT_1",0.15,"Height","EHT","Bed5IR",10,0.257332443935267,0.432208973330714,17.3077230060707,14.6311453603241,0.0409240428437707,0.0376268381339119,18.1818181818182,27.2727272727273,34.7826086956522,34.7826086956522,32.3529411764706,47.0588235294118
"41","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",1,0.510891060649692,0.744326380546845,32.1585144046545,19.4150126746902,0.069193367988095,0.0537632260634824,9.09090909090909,45.4545454545455,30.4347826086957,52.1739130434783,55.8823529411765,61.7647058823529
"42","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",2,0.457500640850002,0.693893493345063,35.191947798461,22.857894681686,0.0728107244066373,0.0586802307878382,27.2727272727273,45.4545454545455,47.8260869565217,60.8695652173913,50,61.7647058823529
"43","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",3,0.392376061848394,0.618284820047523,30.1839374266382,21.5803556430085,0.0672327931684425,0.0568489577805693,36.3636363636364,54.5454545454545,39.1304347826087,56.5217391304348,52.9411764705882,55.8823529411765
"44","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",4,0.596658307876535,0.771969857682865,28.505094896523,17.7691203674553,0.0658430962819462,0.0519854687706362,45.4545454545455,45.4545454545455,47.8260869565217,65.2173913043478,55.8823529411765,70.5882352941177
"45","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",5,0.617346802729337,0.800915080429667,27.0706343812263,15.6311636104753,0.0631869877858856,0.0480146856832151,18.1818181818182,63.6363636363636,43.4782608695652,65.2173913043478,55.8823529411765,70.5882352941177
"46","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",6,0.523317045796264,0.756733613590513,27.6156939118179,16.3521044066978,0.0646713618281162,0.049764638287874,45.4545454545455,54.5454545454545,39.1304347826087,60.8695652173913,55.8823529411765,64.7058823529412
"47","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",7,0.492403851706551,0.725026712388426,32.9407031650063,20.4519284716934,0.0697928421149343,0.0549935282567208,9.09090909090909,36.3636363636364,47.8260869565217,60.8695652173913,50,70.5882352941177
"48","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",8,0.481743371862334,0.723711179108601,34.0873648635004,20.899859281248,0.0711803415265856,0.0557359019898472,18.1818181818182,54.5454545454545,43.4782608695652,60.8695652173913,50,61.7647058823529
"49","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",9,0.520467742158485,0.736682563023959,34.9517191701586,22.4984317111325,0.072376398123551,0.0580682607235515,18.1818181818182,36.3636363636364,39.1304347826087,60.8695652173913,44.1176470588235,64.7058823529412
"50","EYT_1",0.15,"DTHD","Flat5IR","Bed5IR",10,0.446961301595444,0.76248244876547,38.0967754361059,20.507067922687,0.0743385999284282,0.0545408690186662,18.1818181818182,36.3636363636364,34.7826086956522,60.8695652173913,50,70.5882352941177
"51","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",1,0.458592716723265,0.65150088640973,25.5013365952244,18.6148350627853,0.0409190468917793,0.0349601778877558,18.1818181818182,9.09090909090909,39.1304347826087,56.5217391304348,50,55.8823529411765
"52","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",2,0.401259862094841,0.596308743026764,28.8519572985898,21.8427876994218,0.0436216190632575,0.0379549280783273,18.1818181818182,36.3636363636364,26.0869565217391,43.4782608695652,47.0588235294118,50
"53","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",3,0.332376771501684,0.561508575664794,22.551813619917,16.9561344707883,0.0383179799717847,0.0332257884301855,18.1818181818182,36.3636363636364,30.4347826086957,47.8260869565217,38.2352941176471,47.0588235294118
"54","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",4,0.522258959758866,0.663940292900113,23.0291708331473,17.6214244677574,0.0391869814927653,0.0342786071957328,18.1818181818182,45.4545454545455,30.4347826086957,43.4782608695652,44.1176470588235,55.8823529411765
"55","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",5,0.548465555687518,0.740947020353322,24.0744084480732,15.9661838917981,0.0395755715446506,0.0322292312672115,27.2727272727273,36.3636363636364,47.8260869565217,56.5217391304348,52.9411764705882,58.8235294117647
"56","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",6,0.557788194404173,0.718308631160771,21.2751798956763,14.9113797096389,0.0375009045646086,0.0313952566533387,18.1818181818182,45.4545454545455,43.4782608695652,56.5217391304348,41.1764705882353,55.8823529411765
"57","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",7,0.397395362285536,0.599655977674342,27.134179005876,20.4709826332288,0.0421523078243854,0.0366127507571291,9.09090909090909,36.3636363636364,21.7391304347826,43.4782608695652,44.1176470588235,52.9411764705882
"58","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",8,0.458284695564871,0.686546068972626,24.391043910757,16.1868026170517,0.0401267367802805,0.0326888155470496,27.2727272727273,36.3636363636364,21.7391304347826,34.7826086956522,44.1176470588235,55.8823529411765
"59","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",9,0.515363531254779,0.717822488710843,23.515875806906,15.8628607002025,0.0394578863368468,0.0324073853842909,27.2727272727273,45.4545454545455,39.1304347826087,47.8260869565217,44.1176470588235,55.8823529411765
"60","EYT_1",0.15,"DTMT","Flat5IR","Bed5IR",10,0.378540805717213,0.713263854343096,29.453462960475,17.3739726903757,0.0437352793230366,0.0335902541576708,9.09090909090909,54.5454545454545,30.4347826086957,56.5217391304348,44.1176470588235,64.7058823529412
"61","EYT_1",0.15,"GY","Flat5IR","Bed5IR",1,0.393999067001847,0.469981839852392,0.194802186151786,0.180900763843065,0.0725055915227662,0.0698706505874241,54.5454545454545,54.5454545454545,56.5217391304348,52.1739130434783,55.8823529411765,58.8235294117647
"62","EYT_1",0.15,"GY","Flat5IR","Bed5IR",2,0.454983494403109,0.497278203862884,0.175492544590892,0.168330410720031,0.0677275083369404,0.0663310778392059,45.4545454545455,72.7272727272727,43.4782608695652,52.1739130434783,52.9411764705882,52.9411764705882
"63","EYT_1",0.15,"GY","Flat5IR","Bed5IR",3,0.393608336086596,0.487520222786764,0.212223394035293,0.193611874741993,0.0742827689914587,0.0709508252948317,27.2727272727273,18.1818181818182,47.8260869565217,52.1739130434783,50,52.9411764705882
