"","Dataset","Testing_Proportion","Trait","Env_Proxy","Env_goal","COR_BayI_Ave","COR_BayNI_SD","COR_Trans_Ave","COR_Trans_SD","MSE_BayI_Ave","MSE_BayNI_SD","MSE_Trans_Ave","MSE_Trans_SD","NRMSE_BayI_Ave","NRMSE_BayI_SD","NRMSE_Trans_Ave","NRMSE_Trans_SD","PM_Conv_Ave_10","PM_Conv_SD_10","PM_Transf_Ave_10","PM_Transf_SD_10","PM_Conv_Ave_20","PM_Conv_SD_20","PM_Transf_Ave_20","PM_Transf_SD_20","PM_Conv_Ave_30","PM_Conv_SD_30","PM_Transf_Ave_30","PM_Transf_SD_30"
"1","EYT_2",0.15,"DTHD","Bed5IR","Bed2IR",0.469764528504324,0.059937206301982,0.766049955436953,0.029247518179896,10.0296870639141,0.777034594833376,5.33809721669103,0.703942774306947,0.0408300676197965,0.00166561740684033,0.0297500546419715,0.00198227875581048,32.7272727272727,10.6707980979752,47.2727272727273,10.3208402217736,39.5652173913044,5.9579144322013,63.0434782608696,8.99251713477598,48.8571428571429,5.93998709695721,67.4285714285714,4.89342193472958
"2","EYT_2",0.15,"DTMT","Bed5IR","Bed2IR",0.466888144842127,0.0597383275268416,0.681388119516909,0.0496285730255063,8.8190921646748,1.43242581839157,6.03683460681214,1.05908889375352,0.026328723486732,0.0021218548542785,0.0217763547794921,0.0018413898330579,42.7272727272727,16.0634645826649,51.8181818181818,9.63045368610345,52.1739130434783,7.09997026893675,59.1304347826087,6.85922293692709,56,7.64282005628148,64.2857142857143,5.42940678618637
"3","EYT_2",0.15,"GY","Bed5IR","Bed2IR",0.495674088097675,0.0583743060041578,0.550359886011948,0.0501996678445738,0.0939347932224854,0.0134576873278522,0.0869437241930075,0.0129806859281311,0.0718832022668279,0.00541037664484555,0.0691428790003732,0.00542827222815109,18.1818181818182,14.213381090374,24.5454545454545,13.5857647099757,34.3478260869565,4.32360402613806,38.695652173913,6.62558229023911,50,5.25969572247012,50.2857142857143,6.76123403782813
"4","EYT_2",0.15,"Height","Bed5IR","Bed2IR",0.332148111956172,0.0842658699274036,0.403576239922808,0.0647732671645688,23.6622857769967,2.93049613979533,22.1736430876537,2.23295586865549,0.0521136540652324,0.00325202078364126,0.0504756491553909,0.00252707923154031,19.0909090909091,13.1739788601722,19.0909090909091,10.883809088526,32.6086956521739,9.88274036013468,34.7826086956522,7.66884437989736,44.2857142857143,8.43811673650921,45.1428571428571,5.00340020440522
"5","EYT_2",0.15,"DTHD","EHT","Bed2IR",0.471938880717807,0.0730260546970077,0.757290822927811,0.0377132914496788,10.6404153354986,1.69169406722695,5.85032934370165,0.873735217263851,0.0420324593019859,0.00331412292486029,0.0311725927603703,0.0023340742762814,37.2727272727273,14.5011952897035,53.6363636363636,11.6971267064356,45.2173913043478,9.21173830844678,61.7391304347826,5.34466345350312,49.7142857142857,7.15237461162613,68,5.52052447473884
"6","EYT_2",0.15,"DTMT","EHT","Bed2IR",0.447212731979847,0.0707710966748168,0.62295479930841,0.0526590791196752,8.75474333512954,1.32127122305266,6.59238621647637,0.752964518126902,0.0262590827034141,0.00204894557530389,0.0228116200775399,0.00132507529188765,40,12.2717919583737,40.9090909090909,10.7137391088871,43.4782608695652,6.14875461901346,49.1304347826087,6.49753964390142,51.4285714285714,7.96819072889596,56.5714285714286,7.35247964404525
"7","EYT_2",0.15,"GY","EHT","Bed2IR",0.474152377005236,0.0619238011943854,0.49185931155446,0.0534617922175484,0.106395078939671,0.0181219329008618,0.103960890596016,0.0174661288645358,0.0764416608432107,0.00669569596496842,0.0755603773736817,0.00670250494332725,20,11.9687379746252,15.4545454545455,6.13589597918684,37.8260869565217,7.1147464977586,36.0869565217391,4.60586915422339,49.7142857142857,6.20145546518084,50,4.51753951452626
"8","EYT_2",0.15,"Height","EHT","Bed2IR",0.269290093450573,0.0887299223550226,0.414597558866092,0.0839545280254153,26.9967362579244,1.50116200243004,23.8366624904131,1.65756257015014,0.05573414177567,0.00142687710937583,0.0523605901772578,0.00177505268326448,13.6363636363636,10.7137391088871,24.5454545454545,10.5409255338946,32.1739130434783,5.10342517729247,41.304347826087,7.1735470555157,43.7142857142857,7.00501925654601,50,3.62655862183995
"9","EYT_2",0.15,"DTHD","Flat5IR","Bed2IR",0.491261613302639,0.0658485034268457,0.727405644866118,0.0568500216353557,9.55945075698463,1.2021107044464,5.83649957646248,0.704728087325639,0.0398163765180147,0.00250733206530845,0.0311097607944625,0.00191171242133872,26.3636363636364,10.883809088526,37.2727272727273,11.6971267064356,39.1304347826087,6.48135645652113,54.3478260869565,7.1735470555157,52.5714285714286,6.62572462130518,64.8571428571429,6.17947740857461
"10","EYT_2",0.15,"DTMT","Flat5IR","Bed2IR",0.489261726341917,0.0868580401986382,0.648256502363134,0.0667634144869325,8.38314726446582,1.00620349722219,6.34508432627376,0.717869379083626,0.0257027825320293,0.00155779289867494,0.0223635826271411,0.00132425487285865,40,8.78265257344814,43.6363636363636,8.35396894066074,52.6086956521739,6.30059858529976,58.695652173913,8.99251713477598,56.5714285714286,5.00340020440522,64.5714285714286,4.70441487056323
"11","EYT_2",0.15,"GY","Flat5IR","Bed2IR",0.460081398654886,0.0817103068056531,0.510829584342493,0.0791957925834058,0.094246489322663,0.012886905838152,0.0875929468371015,0.0130663466823292,0.0717141833068442,0.00498902736963889,0.0690985628385513,0.00541705750491353,13.6363636363636,8.83477559825045,20,14.7211609715044,34.7826086956522,7.66884437989737,37.8260869565217,11.0468631884983,51.7142857142857,5.11987811646309,51.1428571428571,5.78527335180474
"12","EYT_2",0.15,"Height","Flat5IR","Bed2IR",0.293953219586895,0.0880106263112905,0.443066825148578,0.0720280037394316,25.6689108433505,4.14583391533058,22.5956856859532,3.07908840662929,0.0542012393806857,0.00431509200375768,0.0509059263200052,0.00336874341893868,16.3636363636364,11.1752054027793,25.4545454545455,11.9687379746252,37.8260869565217,12.3060462117993,43.4782608695652,10.0408742467761,46.2857142857143,7.35247964404525,52.8571428571429,10.5409255338946
"13","EYT_2",0.15,"DTHD","LHT","Bed2IR",0.452453554874003,0.0598273975780148,0.758483199116682,0.0236420361598689,10.8210873103858,1.53099027358643,5.77934495367857,0.533333761140134,0.0423563836878405,0.00307383233692052,0.0309944983090939,0.00150282727208029,33.6363636363636,9.63045368610346,46.3636363636364,10.0045903146783,38.695652173913,6.93535426898864,56.5217391304348,5.02043712338805,49.7142857142857,3.85684890120316,66,7.30917480165711
"14","EYT_2",0.15,"DTMT","LHT","Bed2IR",0.441001962153314,0.055570526291775,0.650271089145559,0.0375447345088257,8.90492249756634,1.44353561445975,6.34232233553578,1.02033343422734,0.0264573958315474,0.00218101673338418,0.0223303873047726,0.00180616703978535,45.4545454545455,8.57099128710966,49.0909090909091,7.66612766101425,47.3913043478261,6.93535426898864,50.8695652173913,10.6598119121352,53.1428571428571,6.62572462130517,57.1428571428571,9.33138949631687
"15","EYT_2",0.15,"GY","LHT","Bed2IR",0.490111899650592,0.0687679408957532,0.499115253170267,0.0720405285387008,0.103420785421023,0.0124045126027864,0.10224227900307,0.0131881285538121,0.0757672477246417,0.00456644454354974,0.0753134448449649,0.00483454497537459,14.5454545454545,4.6945252681302,14.5454545454545,4.6945252681302,36.5217391304348,7.44651163980587,37.8260869565217,7.95122708657693,52.2857142857143,4.86553896169326,53.4285714285714,4.67540484138422
"16","EYT_2",0.15,"Height","LHT","Bed2IR",0.306998501501755,0.0727726709651419,0.405369342204021,0.0633065983312234,27.3860031483559,4.51304083335391,25.298888037522,4.01009493885004,0.0562850703184852,0.00455442207291591,0.0541078516520519,0.00425748686815078,18.1818181818182,6.06060606060606,16.3636363636364,10.3208402217736,33.0434782608696,7.15889219433534,36.9565217391304,7.1735470555157,45.4285714285714,6.52224520695769,44.8571428571429,7.00501925654601
"17","EYT_2",0.3,"DTHD","Bed5IR","Bed2IR",0.466710788906271,0.0539870580928507,0.762271277801659,0.0279969847289959,10.0599609353069,0.892086201078222,5.39440068285745,0.626245830324993,0.0408665039983351,0.00187100836891235,0.0299050454168051,0.00175454595453803,33.7549407114625,10.711850100877,49.9407114624506,9.52273911566219,40,6.20512944904897,62.2826086956522,7.83101167197358,49.4285714285714,5.13791558472901,66.7577639751553,4.00765833573976
"18","EYT_2",0.3,"DTHD","EHT","Bed2IR",0.471938880717807,0.0730260546970077,0.757290822927811,0.0377132914496788,10.6404153354986,1.69169406722695,5.85032934370165,0.873735217263851,0.0420324593019859,0.00331412292486029,0.0311725927603703,0.0023340742762814,37.2727272727273,14.5011952897035,53.6363636363636,11.6971267064356,45.2173913043478,9.21173830844678,61.7391304347826,5.34466345350312,49.7142857142857,7.15237461162613,68,5.52052447473884
"19","EYT_2",0.3,"DTHD","Flat5IR","Bed2IR",0.491261613302639,0.0658485034268457,0.727405644866118,0.0568500216353557,9.55945075698463,1.2021107044464,5.83649957646248,0.704728087325639,0.0398163765180147,0.00250733206530845,0.0311097607944625,0.00191171242133872,26.3636363636364,10.883809088526,37.2727272727273,11.6971267064356,39.1304347826087,6.48135645652113,54.3478260869565,7.1735470555157,52.5714285714286,6.62572462130518,64.8571428571429,6.17947740857461
"20","EYT_2",0.3,"DTHD","LHT","Bed2IR",0.452453554874003,0.0598273975780148,0.758483199116682,0.0236420361598689,10.8210873103858,1.53099027358643,5.77934495367857,0.533333761140134,0.0423563836878405,0.00307383233692052,0.0309944983090939,0.00150282727208029,33.6363636363636,9.63045368610346,46.3636363636364,10.0045903146783,38.695652173913,6.93535426898864,56.5217391304348,5.02043712338805,49.7142857142857,3.85684890120316,66,7.30917480165711
"21","EYT_2",0.3,"DTMT","Bed5IR","Bed2IR",0.466888144842127,0.0597383275268416,0.681388119516909,0.0496285730255063,8.8190921646748,1.43242581839157,6.03683460681214,1.05908889375352,0.026328723486732,0.0021218548542785,0.0217763547794921,0.0018413898330579,42.7272727272727,16.0634645826649,51.8181818181818,9.63045368610345,52.1739130434783,7.09997026893675,59.1304347826087,6.85922293692709,56,7.64282005628148,64.2857142857143,5.42940678618637
"22","EYT_2",0.3,"DTMT","EHT","Bed2IR",0.447212731979847,0.0707710966748168,0.62295479930841,0.0526590791196752,8.75474333512954,1.32127122305266,6.59238621647637,0.752964518126902,0.0262590827034141,0.00204894557530389,0.0228116200775399,0.00132507529188765,40,12.2717919583737,40.9090909090909,10.7137391088871,43.4782608695652,6.14875461901346,49.1304347826087,6.49753964390142,51.4285714285714,7.96819072889596,56.5714285714286,7.35247964404525
"23","EYT_2",0.3,"DTMT","Flat5IR","Bed2IR",0.489261726341917,0.0868580401986382,0.648256502363134,0.0667634144869325,8.38314726446582,1.00620349722219,6.34508432627376,0.717869379083626,0.0257027825320293,0.00155779289867494,0.0223635826271411,0.00132425487285865,40,8.78265257344814,43.6363636363636,8.35396894066074,52.6086956521739,6.30059858529976,58.695652173913,8.99251713477598,56.5714285714286,5.00340020440522,64.5714285714286,4.70441487056323
"24","EYT_2",0.3,"DTMT","LHT","Bed2IR",0.441001962153314,0.055570526291775,0.650271089145559,0.0375447345088257,8.90492249756634,1.44353561445975,6.34232233553578,1.02033343422734,0.0264573958315474,0.00218101673338418,0.0223303873047726,0.00180616703978535,45.4545454545455,8.57099128710966,49.0909090909091,7.66612766101425,47.3913043478261,6.93535426898864,50.8695652173913,10.6598119121352,53.1428571428571,6.62572462130517,57.1428571428571,9.33138949631687
"25","EYT_2",0.3,"GY","Bed5IR","Bed2IR",0.495674088097675,0.0583743060041578,0.550359886011948,0.0501996678445738,0.0939347932224854,0.0134576873278522,0.0869437241930075,0.0129806859281311,0.0718832022668279,0.00541037664484555,0.0691428790003732,0.00542827222815109,18.1818181818182,14.213381090374,24.5454545454545,13.5857647099757,34.3478260869565,4.32360402613806,38.695652173913,6.62558229023911,50,5.25969572247012,50.2857142857143,6.76123403782813
